configuration_path,shape_and_values,optional,constraints,source
$.outbounds[] (Outbound){oneOf:10}.tcp_multi_path,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L79
$.outbounds[] (Outbound){oneOf:10}.type,"{""const"":""socks""}",no in this branch,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/options.go#L21
$.outbounds[] (Outbound){oneOf:10}.udp_fragment,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L83
$.outbounds[] (Outbound){oneOf:10}.udp_over_tcp,"{""$ref"":""#/$defs/UDPOverTCPOptions""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/simple.go#L29
$.outbounds[] (Outbound){oneOf:10}.username,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/simple.go#L26
$.outbounds[] (Outbound){oneOf:10}.version,"{""enum"":["""",""4"",""4a"",""5""],""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/simple.go#L25
$.outbounds[] (Outbound){oneOf:11}.bind_address_no_port,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L72
$.outbounds[] (Outbound){oneOf:11}.bind_interface,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L69
$.outbounds[] (Outbound){oneOf:11}.client_version,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/ssh.go#L15
$.outbounds[] (Outbound){oneOf:11}.connect_timeout,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L77
$.outbounds[] (Outbound){oneOf:11}.detour,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L68
$.outbounds[] (Outbound){oneOf:11}.disable_tcp_keep_alive,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L80
$.outbounds[] (Outbound){oneOf:11}.domain_resolver,"{""$ref"":""#/$defs/DomainResolveOptions""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L85
$.outbounds[] (Outbound){oneOf:11}.domain_strategy,"{""$ref"":""#/$defs/DomainStrategy""}",yes; conditional core requirements still apply,Deprecated: migrated to domain resolver,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L92
$.outbounds[] (Outbound){oneOf:11}.fallback_delay,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L89
$.outbounds[] (Outbound){oneOf:11}.fallback_network_type,"{""anyOf"":[{""$ref"":""#/$defs/InterfaceType""},{""items"":{""$ref"":""#/$defs/InterfaceType""},""type"":""array""}]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L88
$.outbounds[] (Outbound){oneOf:11}.host_key,"{""anyOf"":[{""type"":""string""},{""items"":{""type"":""string""},""type"":""array""}]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/ssh.go#L13
$.outbounds[] (Outbound){oneOf:11}.host_key_algorithms,"{""anyOf"":[{""type"":""string""},{""items"":{""type"":""string""},""type"":""array""}]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/ssh.go#L14
$.outbounds[] (Outbound){oneOf:11}.inet4_bind_address,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L70
$.outbounds[] (Outbound){oneOf:11}.inet6_bind_address,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L71
$.outbounds[] (Outbound){oneOf:11}.netns,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L76
$.outbounds[] (Outbound){oneOf:11}.network_strategy,"{""$ref"":""#/$defs/NetworkStrategy""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L86
$.outbounds[] (Outbound){oneOf:11}.network_type,"{""anyOf"":[{""$ref"":""#/$defs/InterfaceType""},{""items"":{""$ref"":""#/$defs/InterfaceType""},""type"":""array""}]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L87
$.outbounds[] (Outbound){oneOf:11}.password,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/ssh.go#L9
$.outbounds[] (Outbound){oneOf:11}.private_key,"{""anyOf"":[{""type"":""string""},{""items"":{""type"":""string""},""type"":""array""}]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/ssh.go#L10
$.outbounds[] (Outbound){oneOf:11}.private_key_passphrase,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/ssh.go#L12
$.outbounds[] (Outbound){oneOf:11}.private_key_path,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/ssh.go#L11
$.outbounds[] (Outbound){oneOf:11}.protect_path,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L73
$.outbounds[] (Outbound){oneOf:11}.reuse_addr,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L75
$.outbounds[] (Outbound){oneOf:11}.routing_mark,"{""$ref"":""#/$defs/FwMark""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L74
$.outbounds[] (Outbound){oneOf:11}.server,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L149
$.outbounds[] (Outbound){oneOf:11}.server_port,"{""maximum"":65535,""minimum"":0,""type"":""integer""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L150
$.outbounds[] (Outbound){oneOf:11}.tag,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/options.go#L21
$.outbounds[] (Outbound){oneOf:11}.tcp_fast_open,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L78
$.outbounds[] (Outbound){oneOf:11}.tcp_keep_alive,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L81
$.outbounds[] (Outbound){oneOf:11}.tcp_keep_alive_interval,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L82
$.outbounds[] (Outbound){oneOf:11}.tcp_multi_path,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L79
$.outbounds[] (Outbound){oneOf:11}.type,"{""const"":""ssh""}",no in this branch,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/options.go#L21
$.outbounds[] (Outbound){oneOf:11}.udp_fragment,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L83
$.outbounds[] (Outbound){oneOf:11}.user,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/ssh.go#L8
$.outbounds[] (Outbound){oneOf:12}.bind_address_no_port,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L72
$.outbounds[] (Outbound){oneOf:12}.bind_interface,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L69
$.outbounds[] (Outbound){oneOf:12}.connect_timeout,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L77
$.outbounds[] (Outbound){oneOf:12}.data_directory,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tor.go#L7
$.outbounds[] (Outbound){oneOf:12}.detour,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L68
$.outbounds[] (Outbound){oneOf:12}.disable_tcp_keep_alive,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L80
$.outbounds[] (Outbound){oneOf:12}.domain_resolver,"{""$ref"":""#/$defs/DomainResolveOptions""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L85
$.outbounds[] (Outbound){oneOf:12}.domain_strategy,"{""$ref"":""#/$defs/DomainStrategy""}",yes; conditional core requirements still apply,Deprecated: migrated to domain resolver,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L92
$.outbounds[] (Outbound){oneOf:12}.executable_path,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tor.go#L5
$.outbounds[] (Outbound){oneOf:12}.extra_args,"{""items"":{""type"":""string""},""type"":""array""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tor.go#L6
$.outbounds[] (Outbound){oneOf:12}.fallback_delay,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L89
$.outbounds[] (Outbound){oneOf:12}.fallback_network_type,"{""anyOf"":[{""$ref"":""#/$defs/InterfaceType""},{""items"":{""$ref"":""#/$defs/InterfaceType""},""type"":""array""}]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L88
$.outbounds[] (Outbound){oneOf:12}.inet4_bind_address,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L70
$.outbounds[] (Outbound){oneOf:12}.inet6_bind_address,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L71
$.outbounds[] (Outbound){oneOf:12}.netns,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L76
$.outbounds[] (Outbound){oneOf:12}.network_strategy,"{""$ref"":""#/$defs/NetworkStrategy""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L86
$.outbounds[] (Outbound){oneOf:12}.network_type,"{""anyOf"":[{""$ref"":""#/$defs/InterfaceType""},{""items"":{""$ref"":""#/$defs/InterfaceType""},""type"":""array""}]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L87
$.outbounds[] (Outbound){oneOf:12}.protect_path,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L73
$.outbounds[] (Outbound){oneOf:12}.reuse_addr,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L75
$.outbounds[] (Outbound){oneOf:12}.routing_mark,"{""$ref"":""#/$defs/FwMark""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L74
$.outbounds[] (Outbound){oneOf:12}.tag,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/options.go#L21
$.outbounds[] (Outbound){oneOf:12}.tcp_fast_open,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L78
$.outbounds[] (Outbound){oneOf:12}.tcp_keep_alive,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L81
$.outbounds[] (Outbound){oneOf:12}.tcp_keep_alive_interval,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L82
$.outbounds[] (Outbound){oneOf:12}.tcp_multi_path,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L79
$.outbounds[] (Outbound){oneOf:12}.torrc,"{""additionalProperties"":{""type"":""string""},""type"":""object""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tor.go#L8
$.outbounds[] (Outbound){oneOf:12}.type,"{""const"":""tor""}",no in this branch,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/options.go#L21
$.outbounds[] (Outbound){oneOf:12}.udp_fragment,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L83
$.outbounds[] (Outbound){oneOf:13}.bind_address_no_port,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L72
$.outbounds[] (Outbound){oneOf:13}.bind_interface,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L69
$.outbounds[] (Outbound){oneOf:13}.connect_timeout,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L77
$.outbounds[] (Outbound){oneOf:13}.detour,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L68
$.outbounds[] (Outbound){oneOf:13}.disable_tcp_keep_alive,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L80
$.outbounds[] (Outbound){oneOf:13}.domain_resolver,"{""$ref"":""#/$defs/DomainResolveOptions""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L85
$.outbounds[] (Outbound){oneOf:13}.domain_strategy,"{""$ref"":""#/$defs/DomainStrategy""}",yes; conditional core requirements still apply,Deprecated: migrated to domain resolver,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L92
$.outbounds[] (Outbound){oneOf:13}.fallback_delay,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L89
$.outbounds[] (Outbound){oneOf:13}.fallback_network_type,"{""anyOf"":[{""$ref"":""#/$defs/InterfaceType""},{""items"":{""$ref"":""#/$defs/InterfaceType""},""type"":""array""}]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L88
$.outbounds[] (Outbound){oneOf:13}.inet4_bind_address,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L70
$.outbounds[] (Outbound){oneOf:13}.inet6_bind_address,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L71
$.outbounds[] (Outbound){oneOf:13}.multiplex,"{""$ref"":""#/$defs/OutboundMultiplexOptions""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/trojan.go#L24
$.outbounds[] (Outbound){oneOf:13}.netns,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L76
$.outbounds[] (Outbound){oneOf:13}.network,"{""$ref"":""#/$defs/NetworkList""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/trojan.go#L22
$.outbounds[] (Outbound){oneOf:13}.network_strategy,"{""$ref"":""#/$defs/NetworkStrategy""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L86
$.outbounds[] (Outbound){oneOf:13}.network_type,"{""anyOf"":[{""$ref"":""#/$defs/InterfaceType""},{""items"":{""$ref"":""#/$defs/InterfaceType""},""type"":""array""}]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L87
$.outbounds[] (Outbound){oneOf:13}.password,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/trojan.go#L21
$.outbounds[] (Outbound){oneOf:13}.protect_path,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L73
$.outbounds[] (Outbound){oneOf:13}.reuse_addr,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L75
$.outbounds[] (Outbound){oneOf:13}.routing_mark,"{""$ref"":""#/$defs/FwMark""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L74
$.outbounds[] (Outbound){oneOf:13}.server,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L149
$.outbounds[] (Outbound){oneOf:13}.server_port,"{""maximum"":65535,""minimum"":0,""type"":""integer""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L150
$.outbounds[] (Outbound){oneOf:13}.tag,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/options.go#L21
$.outbounds[] (Outbound){oneOf:13}.tcp_fast_open,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L78
$.outbounds[] (Outbound){oneOf:13}.tcp_keep_alive,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L81
$.outbounds[] (Outbound){oneOf:13}.tcp_keep_alive_interval,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L82
$.outbounds[] (Outbound){oneOf:13}.tcp_multi_path,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L79
$.outbounds[] (Outbound){oneOf:13}.tls,"{""$ref"":""#/$defs/OutboundTLSOptions""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L125
$.outbounds[] (Outbound){oneOf:13}.transport,"{""$ref"":""#/$defs/V2RayTransportOptions""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/trojan.go#L25
$.outbounds[] (Outbound){oneOf:13}.type,"{""const"":""trojan""}",no in this branch,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/options.go#L21
$.outbounds[] (Outbound){oneOf:13}.udp_fragment,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L83
$.outbounds[] (Outbound){oneOf:14}.bind_address_no_port,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L72
$.outbounds[] (Outbound){oneOf:14}.bind_interface,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L69
$.outbounds[] (Outbound){oneOf:14}.congestion_control,"{""enum"":["""",""cubic"",""new_reno"",""bbr""],""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tuic.go#L26
$.outbounds[] (Outbound){oneOf:14}.connect_timeout,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L77
$.outbounds[] (Outbound){oneOf:14}.detour,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L68
$.outbounds[] (Outbound){oneOf:14}.disable_tcp_keep_alive,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L80
$.outbounds[] (Outbound){oneOf:14}.domain_resolver,"{""$ref"":""#/$defs/DomainResolveOptions""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L85
$.outbounds[] (Outbound){oneOf:14}.domain_strategy,"{""$ref"":""#/$defs/DomainStrategy""}",yes; conditional core requirements still apply,Deprecated: migrated to domain resolver,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L92
$.outbounds[] (Outbound){oneOf:14}.fallback_delay,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L89
$.outbounds[] (Outbound){oneOf:14}.fallback_network_type,"{""anyOf"":[{""$ref"":""#/$defs/InterfaceType""},{""items"":{""$ref"":""#/$defs/InterfaceType""},""type"":""array""}]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L88
$.outbounds[] (Outbound){oneOf:14}.heartbeat,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tuic.go#L30
$.outbounds[] (Outbound){oneOf:14}.inet4_bind_address,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L70
$.outbounds[] (Outbound){oneOf:14}.inet6_bind_address,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L71
$.outbounds[] (Outbound){oneOf:14}.netns,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L76
$.outbounds[] (Outbound){oneOf:14}.network,"{""$ref"":""#/$defs/NetworkList""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tuic.go#L31
$.outbounds[] (Outbound){oneOf:14}.network_strategy,"{""$ref"":""#/$defs/NetworkStrategy""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L86
$.outbounds[] (Outbound){oneOf:14}.network_type,"{""anyOf"":[{""$ref"":""#/$defs/InterfaceType""},{""items"":{""$ref"":""#/$defs/InterfaceType""},""type"":""array""}]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L87
$.outbounds[] (Outbound){oneOf:14}.password,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tuic.go#L25
$.outbounds[] (Outbound){oneOf:14}.protect_path,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L73
$.outbounds[] (Outbound){oneOf:14}.reuse_addr,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L75
$.outbounds[] (Outbound){oneOf:14}.routing_mark,"{""$ref"":""#/$defs/FwMark""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L74
$.outbounds[] (Outbound){oneOf:14}.server,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L149
$.outbounds[] (Outbound){oneOf:14}.server_port,"{""maximum"":65535,""minimum"":0,""type"":""integer""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L150
$.outbounds[] (Outbound){oneOf:14}.tag,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/options.go#L21
$.outbounds[] (Outbound){oneOf:14}.tcp_fast_open,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L78
$.outbounds[] (Outbound){oneOf:14}.tcp_keep_alive,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L81
$.outbounds[] (Outbound){oneOf:14}.tcp_keep_alive_interval,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L82
$.outbounds[] (Outbound){oneOf:14}.tcp_multi_path,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L79
$.outbounds[] (Outbound){oneOf:14}.tls,"{""$ref"":""#/$defs/OutboundTLSOptions""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L125
$.outbounds[] (Outbound){oneOf:14}.type,"{""const"":""tuic""}",no in this branch,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/options.go#L21
$.outbounds[] (Outbound){oneOf:14}.udp_fragment,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L83
$.outbounds[] (Outbound){oneOf:14}.udp_over_stream,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tuic.go#L28
$.outbounds[] (Outbound){oneOf:14}.udp_relay_mode,"{""enum"":["""",""native"",""quic""],""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tuic.go#L27
$.outbounds[] (Outbound){oneOf:14}.uuid,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tuic.go#L24
$.outbounds[] (Outbound){oneOf:14}.zero_rtt_handshake,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tuic.go#L29
$.outbounds[] (Outbound){oneOf:15}.idle_timeout,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/group.go#L16
$.outbounds[] (Outbound){oneOf:15}.interrupt_exist_connections,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/group.go#L17
