configuration_path,shape_and_values,optional,constraints,source
$.inbounds[] (Inbound){oneOf:0}.tls (InboundTLSOptions).reality (InboundRealityOptions).handshake (InboundRealityHandshakeOptions).server_port,"{""maximum"":65535,""minimum"":0,""type"":""integer""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L150
$.inbounds[] (Inbound){oneOf:0}.tls (InboundTLSOptions).reality (InboundRealityOptions).handshake (InboundRealityHandshakeOptions).tcp_fast_open,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L78
$.inbounds[] (Inbound){oneOf:0}.tls (InboundTLSOptions).reality (InboundRealityOptions).handshake (InboundRealityHandshakeOptions).tcp_keep_alive,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L81
$.inbounds[] (Inbound){oneOf:0}.tls (InboundTLSOptions).reality (InboundRealityOptions).handshake (InboundRealityHandshakeOptions).tcp_keep_alive_interval,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L82
$.inbounds[] (Inbound){oneOf:0}.tls (InboundTLSOptions).reality (InboundRealityOptions).handshake (InboundRealityHandshakeOptions).tcp_multi_path,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L79
$.inbounds[] (Inbound){oneOf:0}.tls (InboundTLSOptions).reality (InboundRealityOptions).handshake (InboundRealityHandshakeOptions).udp_fragment,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L83
$.inbounds[] (Inbound){oneOf:0}.tls (InboundTLSOptions).reality (InboundRealityOptions).max_time_difference,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L198
$.inbounds[] (Inbound){oneOf:0}.tls (InboundTLSOptions).reality (InboundRealityOptions).private_key,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L196
$.inbounds[] (Inbound){oneOf:0}.tls (InboundTLSOptions).reality (InboundRealityOptions).short_id,"{""anyOf"":[{""type"":""string""},{""items"":{""type"":""string""},""type"":""array""}]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L197
$.inbounds[] (Inbound){oneOf:0}.tls (InboundTLSOptions).server_name,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L14
$.inbounds[] (Inbound){oneOf:0}.type,"{""const"":""anytls""}",no in this branch,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/options.go#L20
$.inbounds[] (Inbound){oneOf:0}.udp_fragment,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L78
$.inbounds[] (Inbound){oneOf:0}.udp_timeout,"{""$ref"":""#/$defs/UDPTimeoutCompat""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L80
$.inbounds[] (Inbound){oneOf:0}.users,"{""items"":{""$ref"":""#/$defs/AnyTLSUser""},""type"":""array""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/anytls.go#L8
$.inbounds[] (Inbound){oneOf:0}.users[] (AnyTLSUser).name,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/anytls.go#L13
$.inbounds[] (Inbound){oneOf:0}.users[] (AnyTLSUser).password,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/anytls.go#L14
$.inbounds[] (Inbound){oneOf:1}.bind_interface,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L69
$.inbounds[] (Inbound){oneOf:1}.detour,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L81
$.inbounds[] (Inbound){oneOf:1}.disable_tcp_keep_alive,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L73
$.inbounds[] (Inbound){oneOf:1}.listen,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L67
$.inbounds[] (Inbound){oneOf:1}.listen_port,"{""maximum"":65535,""minimum"":0,""type"":""integer""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L68
$.inbounds[] (Inbound){oneOf:1}.netns,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L72
$.inbounds[] (Inbound){oneOf:1}.network,"{""$ref"":""#/$defs/NetworkList""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/direct.go#L12
$.inbounds[] (Inbound){oneOf:1}.override_address,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/direct.go#L13
$.inbounds[] (Inbound){oneOf:1}.override_port,"{""maximum"":65535,""minimum"":0,""type"":""integer""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/direct.go#L14
$.inbounds[] (Inbound){oneOf:1}.reuse_addr,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L71
$.inbounds[] (Inbound){oneOf:1}.routing_mark,"{""$ref"":""#/$defs/FwMark""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L70
$.inbounds[] (Inbound){oneOf:1}.tag,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/options.go#L20
$.inbounds[] (Inbound){oneOf:1}.tcp_fast_open,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L76
$.inbounds[] (Inbound){oneOf:1}.tcp_keep_alive,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L74
$.inbounds[] (Inbound){oneOf:1}.tcp_keep_alive_interval,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L75
$.inbounds[] (Inbound){oneOf:1}.tcp_multi_path,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L77
$.inbounds[] (Inbound){oneOf:1}.type,"{""const"":""direct""}",no in this branch,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/options.go#L20
$.inbounds[] (Inbound){oneOf:1}.udp_fragment,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L78
$.inbounds[] (Inbound){oneOf:1}.udp_timeout,"{""$ref"":""#/$defs/UDPTimeoutCompat""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L80
$.inbounds[] (Inbound){oneOf:2}.bind_interface,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L69
$.inbounds[] (Inbound){oneOf:2}.detour,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L81
$.inbounds[] (Inbound){oneOf:2}.disable_tcp_keep_alive,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L73
$.inbounds[] (Inbound){oneOf:2}.domain_resolver,"{""$ref"":""#/$defs/DomainResolveOptions""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/simple.go#L17
$.inbounds[] (Inbound){oneOf:2}.listen,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L67
$.inbounds[] (Inbound){oneOf:2}.listen_port,"{""maximum"":65535,""minimum"":0,""type"":""integer""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L68
$.inbounds[] (Inbound){oneOf:2}.netns,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L72
$.inbounds[] (Inbound){oneOf:2}.reuse_addr,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L71
$.inbounds[] (Inbound){oneOf:2}.routing_mark,"{""$ref"":""#/$defs/FwMark""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L70
$.inbounds[] (Inbound){oneOf:2}.set_system_proxy,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/simple.go#L18
$.inbounds[] (Inbound){oneOf:2}.tag,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/options.go#L20
$.inbounds[] (Inbound){oneOf:2}.tcp_fast_open,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L76
$.inbounds[] (Inbound){oneOf:2}.tcp_keep_alive,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L74
$.inbounds[] (Inbound){oneOf:2}.tcp_keep_alive_interval,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L75
$.inbounds[] (Inbound){oneOf:2}.tcp_multi_path,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L77
$.inbounds[] (Inbound){oneOf:2}.tls,"{""$ref"":""#/$defs/InboundTLSOptions""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L81
$.inbounds[] (Inbound){oneOf:2}.type,"{""const"":""http""}",no in this branch,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/options.go#L20
$.inbounds[] (Inbound){oneOf:2}.udp_fragment,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L78
$.inbounds[] (Inbound){oneOf:2}.udp_timeout,"{""$ref"":""#/$defs/UDPTimeoutCompat""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L80
$.inbounds[] (Inbound){oneOf:2}.users,"{""items"":{""$ref"":""#/$defs/auth_User""},""type"":""array""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/simple.go#L16
$.inbounds[] (Inbound){oneOf:2}.users[] (auth_User).password,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/simple.go#L16
$.inbounds[] (Inbound){oneOf:2}.users[] (auth_User).username,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/simple.go#L16
$.inbounds[] (Inbound){oneOf:3}.bind_interface,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L69
$.inbounds[] (Inbound){oneOf:3}.detour,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L81
$.inbounds[] (Inbound){oneOf:3}.disable_mtu_discovery,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/hysteria.go#L19
$.inbounds[] (Inbound){oneOf:3}.disable_tcp_keep_alive,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L73
$.inbounds[] (Inbound){oneOf:3}.down,"{""$ref"":""#/$defs/byteformats_NetworkBytesCompat""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/hysteria.go#L12
$.inbounds[] (Inbound){oneOf:3}.down_mbps,"{""type"":""integer""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/hysteria.go#L13
$.inbounds[] (Inbound){oneOf:3}.listen,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L67
$.inbounds[] (Inbound){oneOf:3}.listen_port,"{""maximum"":65535,""minimum"":0,""type"":""integer""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L68
$.inbounds[] (Inbound){oneOf:3}.max_conn_client,"{""type"":""integer""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/hysteria.go#L18
$.inbounds[] (Inbound){oneOf:3}.netns,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L72
$.inbounds[] (Inbound){oneOf:3}.obfs,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/hysteria.go#L14
$.inbounds[] (Inbound){oneOf:3}.recv_window_client,"{""maximum"":18446744073709551615,""minimum"":0,""type"":""integer""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/hysteria.go#L17
$.inbounds[] (Inbound){oneOf:3}.recv_window_conn,"{""maximum"":18446744073709551615,""minimum"":0,""type"":""integer""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/hysteria.go#L16
$.inbounds[] (Inbound){oneOf:3}.reuse_addr,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L71
$.inbounds[] (Inbound){oneOf:3}.routing_mark,"{""$ref"":""#/$defs/FwMark""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L70
$.inbounds[] (Inbound){oneOf:3}.tag,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/options.go#L20
$.inbounds[] (Inbound){oneOf:3}.tcp_fast_open,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L76
$.inbounds[] (Inbound){oneOf:3}.tcp_keep_alive,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L74
$.inbounds[] (Inbound){oneOf:3}.tcp_keep_alive_interval,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L75
$.inbounds[] (Inbound){oneOf:3}.tcp_multi_path,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L77
$.inbounds[] (Inbound){oneOf:3}.tls,"{""$ref"":""#/$defs/InboundTLSOptions""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L81
$.inbounds[] (Inbound){oneOf:3}.type,"{""const"":""hysteria""}",no in this branch,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/options.go#L20
$.inbounds[] (Inbound){oneOf:3}.udp_fragment,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L78
